race_id,bettor_id,horse_number,bet_amount,odds_at_bet,time_left_in_window,winnings
1756059272,StartingGateSally,9,295,0.0,,2260.3794
1756059272,PaddockPete,4,393,295.0,,0.0
1756059272,FirstTurnFrank,2,196,688.0,,0.0
1756059272,BackstretchBarry,1,314,884.0,,0.0
1756059272,HomestretchHarry,5,426,1198.0,,0.0
1756059272,GrandstandGus,3,500,1624.0,,0.0
1756059272,ClubhouseClara,7,130,2124.0,,0.0
1756059272,147225844555710464,8,100,2254.0,,0.0
1756059272,147225844555710464,1,100,6.5,,0.0
